site_id,교구,장소명,굿뉴스_사진,굿뉴스_성지명,굿뉴스_앨범,개별홈페이지,성지전화,이용조건,허락요청처,교구연락처,비고
a92550dc-d09b-40b6-8737-55d796cb3691,안동,한실 교우촌,있음,한실,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2351&ctxtSubMenu=album,http://cafe.daum.net/Mawon.Jinan,(010)9944-0145,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: sa3111@hanmail.net (054-858-3111),sa3111@hanmail.net (054-858-3111),
6c252828-b347-4a95-babf-d1b58520d465,원주,단양 김범우 순교 성지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 033-765-4221 (이메일 미표기),033-765-4221 (이메일 미표기),
fa4e38db-2de8-45d0-ae64-84969e03ab47,원주,대안리 공소,있음,대안리 공소,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2839&ctxtSubMenu=album,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 033-765-4221 (이메일 미표기),033-765-4221 (이메일 미표기),
993642a4-ac59-4e08-8a47-a28bd90e40c4,원주,서지 마을,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 033-765-4221 (이메일 미표기),033-765-4221 (이메일 미표기),
518ad5ed-455a-4924-8ca0-1b3e10a09e76,원주,성 남종삼 요한·순교자 남상교 아우구스티노 유택지,있음,"묘재(성 남종삼 요한, 순교자 남상교 아우구스티노 유택지)",https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2274&ctxtSubMenu=album,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 033-765-4221 (이메일 미표기),033-765-4221 (이메일 미표기),
c4a1a21d-6b44-4155-ac06-c0d6ba31a6ce,의정부,갈곡리 성당,있음,갈곡리 성당,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2279&ctxtSubMenu=album,http://sd.uca.or.kr/galgokri,(031)959-1208,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://sd.uca.or.kr/galgokri) → 안 되면 교구,031-850-1400 (이메일 미표기),
9d921fd5-1e5c-4172-97e9-1188c605dc89,의정부,마재 성가정 성지,있음,마재 성가정 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2283&ctxtSubMenu=album,http://www.majaesungji.or.kr,(031)576-5412,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.majaesungji.or.kr) → 안 되면 교구,031-850-1400 (이메일 미표기),
fc24ec4f-070b-4829-90bf-ace5218507c5,의정부,성 남종삼 요한과 가족 묘소,있음,성 남종삼 요한과 가족 묘소,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2282&ctxtSubMenu=album,http://cafe.daum.net/songchuchurch,(031)855-1225,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 031-850-1400 (이메일 미표기),031-850-1400 (이메일 미표기),
6c01a0db-8673-492d-8f77-c71a18c5ba8e,의정부,신암리 성당,있음,신암리 성당,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2280&ctxtSubMenu=album,http://sd.uca.or.kr/sinamri,(031)862-3455,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://sd.uca.or.kr/sinamri) → 안 되면 교구,031-850-1400 (이메일 미표기),
5ba9bfec-e762-4b98-9430-87c6ec27c234,의정부,양주 순교 성지,있음,양주 순교성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2840&ctxtSubMenu=album,http://sd.uca.or.kr/yangju1866/,(031)841-1866,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://sd.uca.or.kr/yangju1866/) → 안 되면 교구,031-850-1400 (이메일 미표기),
9a05893e-f26c-4910-ab17-0b13db86ef5e,의정부,파티마평화의성당,없음,,,https://www.fatimapeacechurch.com,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(https://www.fatimapeacechurch.com) → 안 되면 교구,031-850-1400 (이메일 미표기),
cc1a07d5-07d4-49ef-ae37-3bb2830b3ae1,의정부,화현 이벽 성지,있음,화현 이벽 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4708&ctxtSubMenu=album,,(031)531-2234,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 031-850-1400 (이메일 미표기),031-850-1400 (이메일 미표기),굿뉴스는 춘천교구로 분류
85ff5760-a3a0-4a5d-9065-867ff9a14465,인천,백령도 성지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 032-765-6960 (이메일 미표기),032-765-6960 (이메일 미표기),
50cb1cfe-814a-42fd-a2ca-8ab6c57ba8bd,인천,성모 순례지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 032-765-6960 (이메일 미표기),032-765-6960 (이메일 미표기),
61608fcb-1437-42f6-a194-f715380aa8ac,인천,성체 순례 성지,있음,성체 순례 성지(옛 김포 성당),https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4220&ctxtSubMenu=album,http://www.cakimpo.or.kr,(070)7391-7214,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.cakimpo.or.kr) → 안 되면 교구,032-765-6960 (이메일 미표기),
25c65591-f837-42df-ab31-46aa1090380d,인천,이승훈 베드로 성지,있음,이승훈 베드로 묘(반주골),https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2271&ctxtSubMenu=album,,(032)765-6916,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 032-765-6960 (이메일 미표기),032-765-6960 (이메일 미표기),
dafb2d87-dd95-4d51-94e2-6324a07ec994,인천,일만 위 순교자 현양 동산,있음,일만위 순교자 현양동산,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2268&ctxtSubMenu=album,http://ilmanwe.or.kr/,(032)932-6354,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://ilmanwe.or.kr/) → 안 되면 교구,032-765-6960 (이메일 미표기),
91fc480a-36af-4c5f-bbc6-e94437c3ead7,인천,제물진두 순교성지,있음,제물진두 순교성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4224&ctxtSubMenu=album,http://cafe.naver.com/jemuljin,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://cafe.naver.com/jemuljin) → 안 되면 교구,032-765-6960 (이메일 미표기),
bf2a2782-a4b8-4238-be8b-70f1ef6202ac,인천,진무영 순교 성지,있음,진무영 순교성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2267&ctxtSubMenu=album,,(032)933-2282,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 032-765-6960 (이메일 미표기),032-765-6960 (이메일 미표기),
dbeaa5a4-4c1c-4e73-bdce-ab8195d76b6f,전주,개갑 장터 순교 성지,있음,고창 개갑 장터 순교성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4199&ctxtSubMenu=album,http://www.gaegabjangteo.or.kr,(063)563-9846,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.gaegabjangteo.or.kr) → 안 되면 교구,jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,
dfade181-063e-4fa9-9b24-9cc1c1e9cadd,전주,김제 순교 성지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,
d7a94df9-6020-4a50-9903-af864e0afc7f,전주,서천교 순교 터,있음,서천교,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2358&ctxtSubMenu=album,http://www.jeondong.or.kr,(063)284-3222,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.jeondong.or.kr) → 안 되면 교구,jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,
13cd4176-6d7a-4014-95ab-5eb8a27899a6,전주,수류 성당,있음,수류 성당,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2386&ctxtSubMenu=album,,(063)544-5652,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,
6325d481-6f53-4246-b324-a64d18d3ae38,전주,수분 공소,있음,수분 공소,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2854&ctxtSubMenu=album,,(063)352-8394,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,
be26edf1-ce44-4e40-bd8d-36ca2297104c,전주,신성 공소,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,
600a2181-37f3-49d1-a775-f310d78b6e10,전주,안대동 성당지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,
be44e29e-5906-4ab4-a1e2-69ea6da51023,전주,어은 공소,있음,어은동 공소,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2855&ctxtSubMenu=album,,(063)433-7368,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,
0e027211-94c1-40f5-9547-0adaeb7cf90c,전주,초록바위 순교 터,있음,초록 바위,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2364&ctxtSubMenu=album,http://www.jeondong.or.kr,(063)284-3222,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.jeondong.or.kr) → 안 되면 교구,jcmartyr@jcatholic.or.kr · contact@jcatholic.or.kr,
0d53e4d6-fb1b-4fe1-82e6-c4da2b295248,제주,김기량 순교 기념관,있음,김기량 순교 현양비,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2858&ctxtSubMenu=album,http://cafe.daum.net/jejujochun,(064)784-6173,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 064-729-9500 (이메일 미표기),064-729-9500 (이메일 미표기),
4b68e339-addd-4d13-9ca4-6adf9584ad56,제주,산토비아조(Santo Viaggio) 순례길,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 064-729-9500 (이메일 미표기),064-729-9500 (이메일 미표기),
4e9dff3b-9aa6-492e-ad61-0b33d9a8ea1d,제주,황경한 묘,있음,황경한 묘,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2372&ctxtSubMenu=album,,(064)742-3777,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 064-729-9500 (이메일 미표기),064-729-9500 (이메일 미표기),
8476c254-d130-4d16-bc22-26d520f35853,제주,황사평 성지,있음,황사평 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2369&ctxtSubMenu=album,http://www.diocesecheju.org,(064)721-0146,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.diocesecheju.org) → 안 되면 교구,064-729-9500 (이메일 미표기),
b15f9ef4-232a-4bdd-a052-257143a10540,청주,보은 멍에목 성지,있음,멍에목 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4378&ctxtSubMenu=album,,(043)543-0691,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 043-210-1700 (이메일 미표기),043-210-1700 (이메일 미표기),
31e77490-a200-4d9a-bcb1-363cfd01b272,청주,음성 봉암 성지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 043-210-1700 (이메일 미표기),043-210-1700 (이메일 미표기),
5134e3c2-8db0-40aa-8cf4-282b609cbdc5,청주,청주읍성 순교성지(서운동성당),없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 043-210-1700 (이메일 미표기),043-210-1700 (이메일 미표기),
fdc2adf3-16b6-4a79-9321-8bf1427aad56,청주,충주 숲거리 순교 성지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 043-210-1700 (이메일 미표기),043-210-1700 (이메일 미표기),
5a3dd1fc-5e82-4423-b580-6372e69b41cd,춘천,거두리 성당,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
1d5c3163-e82c-4375-a634-423e125f9224,춘천,겟세마니 피정의 집,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
448c9d31-159d-476b-aacc-7c43f01dc48f,춘천,곰실 공소,있음,곰실 공소,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2264&ctxtSubMenu=album,,(033)262-8661,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
a2f90f8e-e627-4659-b5bb-5be6a75c526c,춘천,금광리 공소,있음,금광리 공소,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2265&ctxtSubMenu=album,https://cafe.naver.com/noamcath,(033)643-8460,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(https://cafe.naver.com/noamcath) → 안 되면 교구,이메일·전화 미표기 (cccatholic.or.kr),
63a02178-cd4e-4801-a9d1-4b392668f396,춘천,라 파트리치오 신부 순교 터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
5671a051-b259-49d8-a404-7bcfcd1f0eb1,춘천,묵호 성당,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
976e14c9-3957-4682-beb4-c9491bfa9cf9,춘천,소양로 성당,있음,소양로 성당,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2845&ctxtSubMenu=album,http://cafe.daum.net/ccsoyangro/,(033)255-2117,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
79fbe12c-795d-4dda-b12e-4173225d96ca,춘천,소양로 순교성지,있음,소양로 성당,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2845&ctxtSubMenu=album,http://cafe.daum.net/ccsoyangro/,(033)255-2117,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
cb885f54-2117-4e01-94b7-6fc93576e12f,춘천,양양 성지,있음,양양 성지 · 성당,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2388&ctxtSubMenu=album,http://cafe.daum.net/jhw0623,(033)671-8911,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
9edab3f9-51b6-4094-9dfb-5c606e237e9f,춘천,인제 소양로 성당(내면),있음,소양로 성당,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2845&ctxtSubMenu=album,http://cafe.daum.net/ccsoyangro/,(033)255-2117,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
c4784db9-f32b-433e-b40c-6935a1c6cfd2,춘천,춘천교구 주교관과 교육원,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
49b8f28e-09d0-46b5-af3b-7e26ecf02844,춘천,포천 순교 성지,있음,"포천 순교성지(복자 홍인 레오 순교터, 포천 성당)",https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2850&ctxtSubMenu=album,https://cafe.daum.net/pccatholicchurch,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
2adae09e-5177-44b3-898c-0b130373bb40,춘천,홍천 성당,있음,홍천 성당,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2846&ctxtSubMenu=album,http://cafe.daum.net/hccatholic,(033)433-1026,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 이메일·전화 미표기 (cccatholic.or.kr),이메일·전화 미표기 (cccatholic.or.kr),
